591,前穂高岳,マエホタカダケ,,,3090.23,長野,*,*,,10,穂高岳,上高地,高山,36.1644,137.3949,北アルプス,穂高連峰の東端。その北尾根の岩峰が目をひく。
586,中岳,ナカダケ,,,3084.,岐阜,長野,*,,,穂高岳,上高地,高山,36.1936,137.3859,北アルプス,槍ヶ岳南方に位置する。
658,中岳,ナカダケ,魚無河内岳,ウオナシコウチダケ,3083.22,静岡,*,*,,3,赤石岳,赤石岳,甲府,35.2936,138.1013,南アルプス,荒川三山の中央に位置する。
659,荒川前岳,アラカワマエダケ,前岳,マエダケ,3068.,静岡,*,*,,,赤石岳,赤石岳,甲府,35.2927,138.1002,南アルプス,荒川三山のうち、唯一主稜線上にある。
54,御岳,オンタケ,剣ヶ峰,ケンガミネ,3067.,長野,岐阜,*,1,10,御嶽山,御嶽山,飯田,35.5323,137.2900,北アルプス,北アルプスと中央アルプスのあいだに重厚な姿をあらわすコニーデ型の火山。古来より信仰登山の盛んな山。
1108,中白峰山,ナカシラネヤマ,,,3055.,山梨,*,*,,,間ノ岳,大河原,甲府,35.3919,138.1352,南アルプス,白根三山の北岳、間ノ岳の中間に位置するピーク。
638,農鳥岳,ノウトリダケ,西農鳥岳,ニシノウトリダケ,3051.,山梨,静岡,*,2,2,間ノ岳,大河原,甲府,35.3719,138.1358,南アルプス,白峰三山の最南端に位置する。農鳥の名は雪形からつけられた。
647,塩見岳,シオミダケ,,,3046.86,長野,静岡,*,1,2,塩見岳,大河原,甲府,35.3414,138.1110,南アルプス,南アルプスの中央に、漆黒の鉄の兜のような山容を見せる。塩見の名は、山腹の鹿塩集落が見えるからとも、海が見えるからとも言われる。
37,仙丈ヶ岳,センジョウガダケ,,,3032.71,山梨,長野,*,1,2,仙丈ヶ岳,市野瀬,甲府,35.4301,138.1112,南アルプス,南アルプス北部に位置し、おおらかで重厚な山容を持つ。頂上には仙丈カールがあり、お花畑が美しい。
587,南岳,ミナミダケ,,,3032.68,岐阜,長野,*,,3,穂高岳,上高地,高山,36.1857,137.3914,北アルプス,
65,乗鞍岳,ノリクラダケ,,,3025.64,長野,岐阜,*,1,11,乗鞍岳,乗鞍岳,高山,36.0612,137.3324,北アルプス,北アルプス南部に位置する独立峰。頂上近くまで道路が伸び、観光客が多いが、その広大な山容と裾野は多くの登山者もひきつける。
555,立山,タテヤマ,大汝山,オオナンジヤマ,3015.,富山,*,*,1,11,立山,立山,高山,36.3422,137.3722,北アルプス,古くから信仰の山として賑わった山。現在は黒部立山アルペンルートの山として観光客で賑わう。頂上は大汝山、雄山、富士の折立と言う峰で構成され、最高峰は大汝山。
666,聖岳,ヒジリダケ,,,3013.,静岡,*,*,1,,赤石岳,赤石岳,甲府,35.2510,138.0834,南アルプス,日本アルプス最南端の３０００ｍ峰。南アルプスらしく雄大な山容。山名は聖沢に由来。聖沢は、へづる沢または、肘のような形からひじる沢から由来すると言われる。
1092,雄山,オヤマ,,,3003.,富山,*,*,,11,立山,立山,高山,36.3408,137.3712,北アルプス,立山連峰の一角を構成する峰。立山連峰の最高峰は大汝山であるが、立山信仰の対象となる雄山神社がここにあるため、立山と言えば雄山を指すことも多い。
1207,三峰岳,ミツミネダケ,,,2999.,山梨,長野,静岡,,,間ノ岳,大河原,甲府,35.3827,138.1318,南アルプス,白根三山縦走路と仙塩尾根の分岐点になり、南アルプス縦走の要所。
78,剣岳,ツルギダケ,,,2998.,富山,*,*,1,,剱岳,立山,高山,36.3713,137.3713,北アルプス,南の穂高岳と並び、北アルプスを代表する岩山。あまりに険しい山であるため、長く登られることが無かったが、明治時代になって約１２００年ぶりに登られた。
543,水晶岳,スイショウダケ,黒岳,クロダケ,2986.,富山,*,*,1,3,薬師岳,槍ヶ岳,高山,36.2524,137.3621,北アルプス,北アルプスの中央、雲の平の背後にすっきりとした双耳峰を見せる山。
1405,明神岳,ミョウジンダケ,,,2980.,長野,*,*,,,穂高岳,上高地,高山,36.1618,137.3948,北アルプス,前穂高岳から南に連なる尾根に位置する、岩稜の山。
624,甲斐駒ヶ岳,カイコマガタケ,東駒ヶ岳,ヒガシコマガタケ,2967.,山梨,長野,*,1,10,甲斐駒ヶ岳,市野瀬,甲府,35.4517,138.1423,南アルプス,甲斐の国を象徴する山。甲府盆地からすっくとそびえる様は甲斐路を行く多くの旅人に印象を残す。全山花崗岩の山。頂上には駒ヶ岳神社があり、文政年間の開山といわれる。
57,木曽駒ヶ岳,キソコマガダケ,西駒ヶ岳,ニシコマガダケ,2955.95,長野,*,*,1,11,木曽駒ヶ岳,赤穂,飯田,35.4711,137.4827,中央アルプス,中央アルプス最高峰。前山が無いため伊那谷からその姿が余すところ無く見える。頂上には駒ヶ岳神社が祀られている。山名は雪形に由来すると言われる。伊那谷を隔てて向かいにある甲斐駒ヶ岳を東駒ヶ岳、この山を西駒ヶ岳と呼ぶこともある。
59,白馬岳,シロウマダケ,,,2932.23,長野,富山,*,1,10,白馬岳,白馬岳,富山,36.4520,137.4542,北アルプス,大雪渓、豊富なお花畑、などで登山者に人気の山。残雪期に馬の雪形が出ることからこの名がついた。もともとは代馬岳と呼ばれていたが、白馬と当て字され、今ではハクバと誤って呼ばれることのほうが多い。
605,宝剣岳,ホウケンダケ,,,2931.,長野,*,*,,,木曽駒ヶ岳,赤穂,飯田,35.4642,137.4844,中央アルプス,千畳敷ロープウェーの山頂駅の位置する千畳敷カールの正面にそびえる岩峰。千畳敷カールから望むこの山は、中央アルプス観光の代表的な風景。
563,薬師岳,ヤクシダケ,,,2926.01,富山,*,*,1,2,薬師岳,槍ヶ岳,高山,36.2757,137.3252,北アルプス,重量感のあるドッシリした山容は北アルプス中随一である、と深田百名山に言われる。
64,野口五郎岳,ノグチゴロウダケ,,,2924.32,長野,富山,*,3,2,烏帽子岳,槍ヶ岳,高山,36.2547,137.3827,北アルプス,
69,鷲羽岳,ワシバダケ,,,2924.19,長野,富山,*,1,3,三俣蓮華岳,槍ヶ岳,高山,36.2400,137.3630,北アルプス,黒部川源流の山。山頂に火口湖を持つ火山。
53,大天井岳,オテンショウダケ,,,2922.12,長野,*,*,2,3,槍ヶ岳,槍ヶ岳,高山,36.2143,137.4215,北アルプス,
592,西穂高岳,ニシホタカダケ,,,2908.59,岐阜,長野,*,,3,穂高岳,上高地,高山,36.1633,137.3756,北アルプス,穂高連峰の南端に位置する。新穂高温泉よりロープウェーで山頂近くまで登れる。
529,白馬鑓ヶ岳,シロウマヤリガダケ,鑓ヶ岳,ヤリガダケ,2903.11,富山,長野,*,,3,白馬町,白馬岳,富山,36.4342,137.4530,北アルプス,
41,八ヶ岳,ヤツガダケ,赤岳,アカダケ,2899.17,山梨,長野,*,1,11,八ヶ岳西部,八ヶ岳,甲府,35.5803,138.2223,八ヶ岳,信濃の国の中央にそびえる火山。広大な裾野が他にはない高原的な風景を作る。
73,笠ヶ岳,カサガダケ,,,2897.48,岐阜,*,*,1,2,笠ヶ岳,上高地,高山,36.1845,137.3312,北アルプス,どこから望んでも笠の形をしている。
640,広河内岳,ヒロコウチダケ,,,2895.,静岡,山梨,*,,,間ノ岳,大河原,甲府,35.3610,138.1420,南アルプス,
61,鹿島槍ヶ岳,カシマヤリガダケ,,,2889.08,長野,富山,*,1,2,神城,大町,高山,36.3717,137.4500,北アルプス,後立山連峰中部に位置し、端正な双耳峰の山容が美しい。
550,別山,ベツザン,,,2880.,富山,*,*,,,剱岳,立山,高山,36.3540,137.3724,北アルプス,
1181,千枚岳,センマイダケ,,,2879.82,静岡,*,*,,3,赤石岳,赤石岳,甲府,35.2938,138.1204,南アルプス,
557,龍王岳,リュウオウダケ,,,2872.,富山,*,*,,,立山,立山,高山,36.3342,137.3637,北アルプス,
526,旭岳,アサヒダケ,,,2867.,富山,長野,*,,,黒薙温泉,黒部,富山,36.4517,137.4456,北アルプス,
648,蝙蝠岳,コウモリダケ,,,2864.69,静岡,*,*,,3,塩見岳,大河原,甲府,35.3313,138.1237,南アルプス,塩見岳から南東に伸びる尾根上に位置する。
542,赤牛岳,アカウシダケ,,,2864.23,富山,*,*,2,3,薬師岳,槍ヶ岳,高山,36.2731,137.3623,北アルプス,
611,空木岳,ウツギダケ,,,2863.71,長野,*,*,1,2,空木岳,赤穂,飯田,35.4257,137.4913,中央アルプス,中央アルプスの南部に位置する。
554,真砂岳,マサゴダケ,,,2861.,富山,*,*,,,剱岳,立山,高山,36.3501,137.3723,北アルプス,
566,双六岳,スゴロクダケ,,,2860.29,岐阜,長野,*,,2,三俣蓮華岳,槍ヶ岳,高山,36.2208,137.3525,北アルプス,
578,常念岳,ジョウネンダケ,,,2857.,長野,*,*,1,,穂高岳,上高地,高山,36.1921,137.4350,北アルプス,そのピラミダルな山容は安曇野からよく眺めることが出来る。坂上田村麻呂に征伐された八面大王の部下の常念坊が住んでいたという伝説がある。
607,三沢岳,サンノサワダケ,,,2846.48,長野,*,*,,3,木曽駒ヶ岳,赤穂,飯田,35.4490,137.4750,中央アルプス,
540,三ッ岳,ミツダケ,,,2844.59,富山,長野,*,,3,烏帽子岳,槍ヶ岳,高山,36.2706,137.3909,北アルプス,
66,三俣蓮華岳,ミツマタレンゲダケ,,,2841.23,長野,富山,岐阜,3,3,三俣蓮華岳,槍ヶ岳,高山,36.2313,137.3527,北アルプス,
58,南駒ヶ岳,ミナミコマガダケ,,,2841.,長野,*,*,2,,空木岳,赤穂,飯田,35.4154,137.4850,中央アルプス,
630,鳳凰山,ホウオウザン,観音岳,カンノンダケ,2840.42,山梨,*,*,1,2,鳳凰山,韮崎,甲府,35.4155,138.1828,南アルプス,地蔵岳、観音岳、薬師岳の三山を総称して鳳凰山と呼ぶ。南アルプスには珍らしい花崗岩の明るい山容の山。
565,黒部五郎岳,クロベゴロウダケ,中ノ俣岳,ナカノマタダケ,2839.58,富山,岐阜,*,1,3,三俣蓮華岳,槍ヶ岳,高山,36.2322,137.3235,北アルプス,雲の平から見ると頂上直下のカールが特徴的な山。
558,浄土山,ジョウドサン,,,2831.,富山,*,*,,,立山,立山,高山,36.3355,137.3624,北アルプス,立山三山の一つ。立山（雄山）の南方、室堂バスターミナルの後にそびえる。
511,横岳,ヨコダケ,,,2829.,長野,*,*,,,八ヶ岳東部,八ヶ岳,甲府,35.5854,138.2236,八ヶ岳,
544,祖父岳,ジイダケ,,,2825.,富山,*,*,,,三俣蓮華岳,槍ヶ岳,高山,36.2429,137.3539,北アルプス,
534,針ノ木岳,ハリノキダケ,,,2821.,富山,長野,*,2,3,黒部湖,立山,高山,36.3206,137.4115,北アルプス,
663,大沢岳,オオサワダケ,,,2819.36,長野,静岡,*,,3,大沢岳,赤石岳,甲府,35.2644,138.0724,南アルプス,
665,兎岳,ウサギダケ,,,2818.,長野,静岡,*,,3,大沢岳,赤石岳,甲府,35.2531,138.0727,南アルプス,
60,五龍岳,ゴリュウダケ,,,2814.14,長野,富山,*,1,3,神城,大町,高山,36.3919,137.4521,北アルプス,筋骨隆々と言った荒々しい男性的な力強さを感じさせる山容。北側の菱形の岩が特徴的で、武田菱に似ていることから、御菱（ごりょう）→五龍と名が変わっていったと思われる。
576,東天井岳,ヒガシテンジョウダケ,,,2814.,長野,*,*,,,槍ヶ岳,槍ヶ岳,高山,36.2101,137.4307,北アルプス,
569,抜戸岳,ヌケドダケ,,,2812.8,岐阜,*,*,,3,笠ヶ岳,上高地,高山,36.1928,137.3441,北アルプス,
528,杓子岳,シャクシダケ,,,2812.,富山,長野,*,,,白馬町,白馬岳,富山,36.4415,137.4544,北アルプス,
664,中盛丸山,ナカモリマルヤマ,,,2807.,長野,静岡,*,,,赤石岳,赤石岳,甲府,35.2622,138.0730,南アルプス,
512,阿弥陀岳,アミダダケ,,,2805.,長野,*,*,,,八ヶ岳西部,八ヶ岳,甲府,35.5809,138.2143,八ヶ岳,
667,上河内岳,カミコウチダケ,,,2802.95,長野,静岡,*,2,2,上河内岳,赤石岳,甲府,35.2311,138.0921,南アルプス,聖岳南峰稜線上の山。
654,小河内岳,コゴウチダケ,,,2801.56,長野,静岡,*,,2,塩見岳,大河原,甲府,35.3204,138.0922,南アルプス,
40,アサヨ峰,アサヨミネ,,,2799.08,山梨,*,*,3,3,仙丈ヶ岳,市野瀬,甲府,35.4343,138.1440,,
535,蓮華岳,レンゲダケ,,,2798.61,富山,長野,*,3,2,黒部湖,立山,高山,36.3158,137.4249,北アルプス,
612,赤椰岳,アカナギダケ,,,2798.,長野,*,*,,,空木岳,赤穂,飯田,35.4211,137.4907,中央アルプス,
631,薬師岳,ヤクシダケ,,,2780.,山梨,*,*,,,鳳凰山,韮崎,甲府,35.4134,138.1853,南アルプス,
628,高嶺,タカミネ,,,2778.78,山梨,*,*,,3,鳳凰山,韮崎,甲府,35.4224,138.1727,南アルプス,
609,熊沢岳,クマザワダケ,,,2778.,長野,*,*,,,空木岳,赤穂,飯田,35.4410,137.4823,中央アルプス,
551,剣御前,ツルギゴゼン,,,2776.58,富山,*,*,,3,剱岳,立山,高山,36.3558,137.3643,北アルプス,
523,小蓮華山,コレンゲサン,,,2769.,新潟,長野,*,,3,白馬岳,白馬岳,富山,36.4614,137.4644,北アルプス,白馬岳北方主稜線から、白馬乗鞍岳方面へ張り出す県界尾根上に位置する。山名は山腹の雪形に由来するとも、越後方面から見るとあたり一帯の山が蓮華の花のように見えたからとも言われる
581,赤岩岳,アカイワダケ,,,2768.7,長野,*,*,,3,槍ヶ岳,槍ヶ岳,高山,36.2025,137.4114,北アルプス,
577,横通岳,ヨコドオシダケ,,,2766.99,長野,*,*,,,槍ヶ岳,槍ヶ岳,高山,36.2022,137.4348,北アルプス,
641,大篭岳,オオカゴダケ,,,2766.98,静岡,山梨,*,,3,間ノ岳,大河原,甲府,35.3524,138.1447,南アルプス,
629,地蔵ヶ岳,ジゾウガタケ,,,2764.,山梨,*,*,,,鳳凰山,韮崎,甲府,35.4232,138.1806,南アルプス,
574,燕岳,ツバクロダケ,,,2762.85,長野,*,*,2,2,烏帽子岳,槍ヶ岳,高山,36.2413,137.4257,北アルプス,頂上付近は花崗岩で構成され、特異な形に侵食された岩が目に付く。
510,硫黄岳,イオウダケ,,,2760.,長野,*,*,,3,八ヶ岳西部,八ヶ岳,甲府,35.5944,138.2223,八ヶ岳,
582,西岳,ニシダケ,,,2758.,長野,*,*,,,槍ヶ岳,槍ヶ岳,高山,36.2003,137.4057,北アルプス,
567,樅沢岳,モミサワダケ,,,2755.,長野,*,*,,,三俣蓮華岳,槍ヶ岳,高山,36.2149,137.3639,北アルプス,
625,駒津峰,コマツミネ,,,2752.,山梨,長野,*,,,甲斐駒ヶ岳,市野瀬,甲府,35.4505,138.1402,南アルプス,
533,スバリ岳,スバリダケ,,,2752.,富山,長野,*,,,黒部湖,立山,高山,36.3228,137.4117,北アルプス,
613,仙涯嶺,センガイレイ,,,2734.,長野,*,*,,,空木岳,赤穂,飯田,35.4121,137.4900,中央アルプス,
642,黒河内岳,クロウチダケ,笹山,ササヤマ,2733.,静岡,山梨,*,,3,塩見岳,大河原,甲府,35.3404,138.1449,南アルプス,
606,麦草岳,ムギクサダケ,,,2733.,長野,*,*,,3,木曽駒ヶ岳,赤穂,飯田,35.4737,137.4721,中央アルプス,
603,将棊頭山,ショウギガシラヤマ,,,2730.,長野,*,*,,,木曽駒ヶ岳,赤穂,飯田,35.4801,137.4948,中央アルプス,
608,桧尾岳,ヒノキオダケ,,,2727.74,長野,*,*,,3,空木岳,赤穂,飯田,35.4456,137.4859,中央アルプス,
653,烏帽子岳,エボシダケ,,,2726.,静岡,長野,*,,,塩見岳,大河原,甲府,35.3301,138.0924,南アルプス,
635,小太郎山,コタロウヤマ,,,2725.08,山梨,*,*,,3,仙丈ヶ岳,市野瀬,甲府,35.4151,138.1435,南アルプス,
513,権現岳,コンゲンダケ,,,2715.,長野,山梨,*,,,八ヶ岳西部,八ヶ岳,甲府,35.5647,138.2146,八ヶ岳,
627,栗沢山,クリサワヤマ,,,2714.,山梨,*,*,,,仙丈ヶ岳,市野瀬,甲府,35.4405,138.1414,南アルプス,
541,南真砂岳,ミナミマサゴダケ,,,2713.,長野,*,*,,,槍ヶ岳,槍ヶ岳,高山,36.2437,137.3811,北アルプス,
722,白山,ハクサン,御前峰,ゴゼンガミネ,2702.17,石川,岐阜,*,1,10,白山,白山,金沢,36.0907,136.4628,,その名の通り、冬になると全山白く輝く。深田久弥のふるさとの山。
646,北荒川岳,キタアラカワダケ,,,2697.58,長野,静岡,*,,3,間ノ岳,大河原,甲府,35.3529,138.1151,南アルプス,
547,唐松岳,カラマツダケ,,,2695.8,富山,長野,*,3,2,毛勝山,黒部,富山,36.4103,137.4528,北アルプス,
644,安部荒倉岳,アベアラクラダケ,,,2692.62,長野,静岡,*,,3,間ノ岳,大河原,甲府,35.3711,138.1222,南アルプス,
42,鋸岳,ノコギリダケ,,,2685.,山梨,長野,*,2,,甲斐駒ヶ岳,市野瀬,甲府,35.4633,138.1247,南アルプス,
1143,権右衛門山,ゴンエモンヤマ,,,2682.,長野,静岡,*,,3,塩見岳,大河原,甲府,35.3445,138.1019,南アルプス,
532,赤沢岳,アカザワダケ,,,2677.84,富山,*,*,,3,黒部湖,立山,高山,36.3332,137.4126,北アルプス,
579,蝶ヶ岳,チョウガタケ,,,2677.,長野,*,*,,3,穂高岳,上高地,高山,36.1704,137.4345,北アルプス,
610,東川岳,ヒガシカワダケ,,,2671.,長野,*,*,,,空木岳,赤穂,飯田,35.4320,137.4831,中央アルプス,
583,赤沢山,アカサワヤマ,,,2670.29,長野,*,*,,3,穂高岳,上高地,高山,36.1934,137.4058,北アルプス,
62,爺ヶ岳,ジイガダケ,,,2669.82,長野,富山,*,3,3,神城,大町,高山,36.3507,137.4514,北アルプス,
645,新蛇抜山,シンジャヌケヤマ,,,2667.,静岡,長野,*,,,間ノ岳,大河原,甲府,35.3614,138.1230,南アルプス,
564,北ノ俣岳,キタノマタダケ,上ノ岳,カミノダケ,2662.,富山,*,*,,3,薬師岳,槍ヶ岳,高山,36.2505,137.3055,北アルプス,
604,茶臼山,チャウスヤマ,,,2658.,長野,*,*,,3,木曽駒ヶ岳,赤穂,飯田,35.4842,137.4923,中央アルプス,
650,本谷山,ホンタニヤマ,,,2657.91,長野,静岡,*,,3,塩見岳,大河原,甲府,35.3404,138.0917,南アルプス,
626,双子山,フタゴヤマ,,,2649.,山梨,長野,*,,,仙丈ヶ岳,市野瀬,甲府,35.4451,138.1328,南アルプス,
573,餓鬼岳,ガキダケ,,,2647.19,長野,*,*,2,3,烏帽子岳,槍ヶ岳,高山,36.2639,137.4421,北アルプス,
657,板屋岳,イタヤダケ,,,2646.,静岡,長野,*,,,塩見岳,大河原,甲府,35.3053,138.0857,南アルプス,
508,天狗岳,テングダケ,,,2645.8,長野,*,*,2,2,蓼科,蓼科山,長野,36.0058,138.2131,,
56,霞沢岳,カスミサワダケ,,,2645.6,長野,*,*,2,2,上高地,上高地,高山,36.1305,137.3837,北アルプス,
531,鳴沢岳,ナルサワダケ,,,2641.,富山,長野,*,,,黒部湖,立山,高山,36.3356,137.4155,北アルプス,
572,唐沢岳,カラサワダケ,,,2632.41,富山,*,*,,3,烏帽子岳,槍ヶ岳,高山,36.2729,137.4311,北アルプス,
530,岩小屋沢岳,イワコヤザワダケ,,,2630.32,富山,長野,*,,3,黒部湖,立山,高山,36.3426,137.4259,北アルプス,
682,笊ヶ岳,ザルガタケ,,,2629.,山梨,静岡,*,2,2,新倉,身延,甲府,35.2515,138.1545,南アルプス,
63,鳥帽子岳,エボシダケ,,,2628.,長野,富山,*,2,,烏帽子岳,槍ヶ岳,高山,36.2835,137.3914,北アルプス,
538,南沢岳,ミナミザワダケ,,,2625.34,富山,長野,*,,2,烏帽子岳,槍ヶ岳,高山,36.2912,137.3922,北アルプス,
556,国見岳,クニミダケ,,,2620.75,富山,*,*,,2,立山,立山,高山,36.3405,137.3534,北アルプス,
559,鷲岳,ワシダケ,,,2617.,富山,*,*,,,立山,立山,高山,36.3220,137.3525,北アルプス,
560,鳶山,トンビヤマ,,,2616.,富山,*,*,,,立山,立山,高山,36.3152,137.3520,北アルプス,
580,大滝山,オオタキヤマ,,,2616.,長野,*,*,,3,穂高岳,上高地,高山,36.1616,137.4447,北アルプス,
614,越百山,コスモヤマ,,,2613.24,長野,*,*,3,3,空木岳,赤穂,飯田,35.4034,137.4823,中央アルプス,
552,奥大日岳,オクダイニチダケ,,,2611.,富山,*,*,2,3,剱岳,立山,高山,36.3543,137.3502,北アルプス,剣立山連峰の剣御前より西に張り出す尾根上に位置する。
521,雪倉岳,ユキクラダケ,,,2610.87,富山,新潟,*,2,3,白馬岳,白馬岳,富山,36.4730,137.4526,北アルプス,白馬北方稜線上に位置する。積雪期に所々露出している岩（倉）から雪倉と名づけられたと言う。花の多い山でもある。
668,茶臼岳,チャウスダケ,,,2604.,長野,静岡,*,3,,上河内岳,赤石岳,甲府,35.2127,138.0837,南アルプス,
527,清水岳,シミズダケ,,,2603.,富山,*,*,,3,黒薙温泉,黒部,富山,36.4542,137.4319,北アルプス,
1112,根石岳,ネイシダケ,,,2603.,長野,*,*,,,蓼科,蓼科山,長野,36.0034,138.2144,八ヶ岳,
537,不動岳,フドウダケ,,,2601.,富山,長野,*,,,烏帽子岳,槍ヶ岳,高山,36.2932,137.4013,北アルプス,
419,北奥千丈岳,キタオクセンジョウダケ,,,2601.,山梨,*,*,,,金峰山,金峰山,甲府,35.5156,138.4026,,
43,金峰山,キンプサン,,,2599.,山梨,長野,*,1,3,金峰山,金峰山,甲府,35.5206,138.3742,,奥秩父山脈の中でもひときわ堂々とした山容。頂上の五丈石が眼を引く。
649,徳右衛門岳,トクエモンダケ,,,2598.52,静岡,*,*,,3,塩見岳,大河原,甲府,35.3210,138.1346,南アルプス,
568,弓折岳,ユミオリダケ,,,2592.,岐阜,*,*,,3,三俣蓮華岳,槍ヶ岳,高山,36.2047,137.3559,北アルプス,
36,国師ヶ岳,コクシガダケ,,,2591.77,山梨,長野,*,3,11,金峰山,金峰山,甲府,35.5204,138.4034,,
561,越中沢岳,エッチュウザワダケ,,,2591.42,富山,*,*,,2,立山,立山,高山,36.3043,137.3510,北アルプス,
670,光岳,テカリダケ,,,2591.06,長野,静岡,*,1,3,光岳,赤石岳,甲府,35.2006,138.0513,南アルプス,南アルプス南部の静かな山。ハイ松の自生最南端の山としても知られる。
515,三ツ頭,ミツガシラ,,,2589.,長野,*,*,,,八ヶ岳西部,八ヶ岳,甲府,35.5621,138.2201,八ヶ岳,
632,辻山,ツジヤマ,,,2584.71,山梨,*,*,,3,鳳凰山,韮崎,甲府,35.4023,138.1930,南アルプス,
683,千挺木山,センチョウギヤマ,布引山,ヌノビキヤマ,2583.71,山梨,静岡,*,,3,七面山,身延,甲府,35.2419,138.1541,南アルプス,
418,朝日岳,アサヒダケ,,,2579.,長野,山梨,*,,,金峰山,金峰山,甲府,35.5217,138.3844,,
32,奥白根山,オクシラネサン,日光白根山,ニッコウシラネサン,2577.6,群馬,栃木,*,1,2,男体山,男体山,日光,36.4744,139.2245,,日光連山の盟主。
656,大日影山,オオヒカゲヤマ,,,2573.,長野,静岡,*,,,塩見岳,大河原,甲府,35.3108,138.0829,南アルプス,
404,浅間山,アサマヤマ,,,2568.3,群馬,長野,*,1,,浅間山,軽井沢,長野,36.2412,138.3134,,日本を代表する活火山。常に煙を吹き上げるその姿は中仙道を行く多くの旅人の眼をうつ。
509,峰の松目,ミネノマツメ,,,2567.33,長野,*,*,,3,八ヶ岳西部,八ヶ岳,甲府,35.5937,138.2113,,
522,鉢ヶ岳,ハチガダケ,,,2563.,富山,長野,*,,,白馬岳,白馬岳,富山,36.4638,137.4509,北アルプス,
549,池平山,イケノダイラヤマ,,,2561.,富山,*,*,,,十字峡,立山,高山,36.3817,137.3744,北アルプス,
639,大唐松山,オオカラマツヤマ,,,2561.,山梨,*,*,,3,夜叉神峠,鰍沢,甲府,35.3706,138.1621,南アルプス,
721,七倉山,ナナクラヤマ,,,2557.,石川,*,*,,,新岩間温泉,白川村,金沢,36.1033,136.5147,,
571,硫黄岳,イオウダケ,,,2553.64,長野,*,*,,3,槍ヶ岳,槍ヶ岳,高山,36.2239,137.3913,北アルプス,
536,北葛岳,キタクズダケ,,,2551.,富山,長野,*,,,黒部湖,立山,高山,36.3052,137.4231,北アルプス,
643,黒桧山,クロベイヤマ,,,2540.43,長野,*,*,,3,間ノ岳,大河原,甲府,35.3839,138.1121,南アルプス,
505,蓼科山,タテシナヤマ,,,2530.31,長野,*,*,1,10,蓼科山,蓼科山,長野,36.0602,138.1753,,北八ヶ岳連峰の北の外れに位置する。どこから見ても端正な円錐形の山容を見せるコニーデ型火山。
593,十石山,ジュッコクサン,,,2524.82,岐阜,長野,*,,2,乗鞍岳,乗鞍岳,高山,36.0938,137.3537,,
669,仁田岳,ニッタダケ,,,2523.8,静岡,長野,*,,3,上河内岳,赤石岳,甲府,35.2127,138.0749,南アルプス,
516,編笠山,アミガサヤマ,,,2523.7,長野,山梨,*,,2,八ヶ岳西部,八ヶ岳,甲府,35.5619,138.2053,八ヶ岳,
634,伊那荒倉岳,イナアラクラダケ,,,2519.2,長野,山梨,*,,3,仙丈ヶ岳,市野瀬,甲府,35.4109,138.1150,南アルプス,
